"","accession","Description","Protein.FDR.Confidence.Combined","Exp.q.value.Combined","Sum.PEP.Score","Coverage.in.Percent","Number.of.Peptides","Number.of.PSMs","Number.of.Unique.Peptides","B12_4_1_A","noB12_4_1_A","B12_12_3_A","noB12_12_3_A","pool2_A","B12_12_1_B","noB12_12_2_B","B12_4_2_B","noB12_4_2_B","B12_4_3_B","pool1_B","pool2_B"
"95","OEU16457.1","ornithine transaminase [Fragilariopsis cylindrus CCMP1102]","High",0,38.876,17,6,13,6,10.7214387434306,4.41064373529318,2.58290850223068,4.50764735858693,6.35654367552762,5.28189045845869,5.80939286019228,6.13592256080599,5.72137225871977,4.57103975626752,6.39481186600922,6.32362649692548
"96","OEU09630.1","translation elongation factor G [Fragilariopsis cylindrus CCMP1102]","High",0,38.683,15,11,22,11,9.62310525567174,6.1716760114173,9.38806121171039,7.16153860958807,7.40194062732425,12.2205895798333,9.00143706109445,10.0666404268449,7.54472547203066,8.58503663103977,8.5394922203891,6.25768854753829
"97","OEU16258.1","Coatomer, beta subunit [Fragilariopsis cylindrus CCMP1102]","High",0,38.451,9,8,19,8,6.70957726999964,6.47840424524807,6.06303909714315,6.72597768409538,7.11357291982891,7.9965932914142,5.95509218005117,6.48549424741752,6.98792309448462,6.81553634069292,8.29308197012341,5.92660367907846
"99","OEU09133.1","fucoxanthin chl a/c protein [Fragilariopsis cylindrus CCMP1102]","High",0,37.723,12,3,20,3,8.25778689721553,9.43131057597516,7.98148288687123,8.93590974515971,6.70302351553592,8.08250487373725,11.2840543305911,7.36976968841142,7.67601292678914,7.33067961294009,6.19592801068431,7.2222387612057
"100","OEU15129.1","dihydrolipoamide dehydrogenase [Fragilariopsis cylindrus CCMP1102]","High",0,37.338,13,6,16,6,6.23601380192786,7.0792968604026,6.76306619045103,5.29775397946816,5.82872535101688,6.63273494608792,6.29987981453702,4.67447945859839,6.04686838823202,6.97755670540714,5.09829799227023,6.57311649520556
"101","OEU12112.1","calcium ATPase [Fragilariopsis cylindrus CCMP1102]","High",0,37.088,11,10,20,10,18.9578681300525,21.546701669737,15.5496857365791,15.7964393961818,11.9404892301119,13.4717572373416,21.2507063088306,14.7884217499899,11.4057269549956,13.1562022424881,11.8344687904563,12.058666171337
"102","OEU17697.1","argininosuccinate synthase [Fragilariopsis cylindrus CCMP1102]","High",0,36.855,18,8,27,8,35.6733408972938,13.8708452687973,23.4619164138675,22.9021965822947,27.5360530560232,30.4860570051265,21.9576036086483,25.3105341233622,21.1648099792852,25.3629188728947,30.4783058706532,24.5841309749212
"103","OEU13103.1","hypothetical protein FRACYDRAFT_172037 [Fragilariopsis cylindrus CCMP1102]","High",0,36.708,14,8,21,8,16.7174103246706,15.7703583019805,16.3467122731627,13.3670403625332,16.8124697561992,16.8715501259101,19.7626851119927,15.026299737144,14.3480972154901,16.990176070288,14.9635785178598,18.6985862905827
"104","OEU22229.1","chaperonin Cpn60/TCP-1 [Fragilariopsis cylindrus CCMP1102]","High",0,36.615,21,11,20,11,16.9597516761553,13.0013614848991,17.7106870533757,15.2847388853313,14.7362141913823,19.3641338102583,8.72503324093692,17.2021601185831,18.5751529927585,15.4778394625312,13.2226154269856,16.2811755917398
"105","OEU15655.1","ribosomal protein S2 [Fragilariopsis cylindrus CCMP1102]","High",0,36.308,21,8,18,8,58.8781157939619,51.7780563569279,51.6232619428178,60.6301135611861,55.7193405717074,65.4485622788947,57.8772203469839,71.7400183077811,60.8535363231629,69.5238730739432,50.0374269520504,61.5193527597618
"106","OEU16317.1","putative alpha tubulin [Fragilariopsis cylindrus CCMP1102]","High",0,36.062,21,8,17,8,4.86375215177541,5.70249885711147,6.29876089643904,8.13030026381974,5.60398426439573,4.48685965195565,12.3726555478953,4.40980742619193,6.0493861688145,4.69826951002827,5.51347724033319,5.70067876622417
"107","OEU17705.1","myo-inositol 2-dehydrogenase putative [Fragilariopsis cylindrus CCMP1102]","High",0,36.04,20,8,24,8,20.7124902982223,19.9656672932946,19.5900825610437,17.5954208280278,16.1779758857923,16.2096724901323,11.1512424893711,14.472341489487,6.59761816330553,15.3274788744731,18.4712205366155,13.8723702265249
"108","OEU17272.1","60S ribosomal protein L7 [Fragilariopsis cylindrus CCMP1102]","High",0,36.003,22,7,15,7,9.51360914180021,7.66612828536405,8.67210344424248,11.1427271510617,11.1390997360417,7.97674740350733,12.1412330244506,11.9169344517654,10.0993111269951,8.77241495672247,11.8671920220242,10.4125635864445
"109","OEU16044.1","GTP-binding protein typA [Fragilariopsis cylindrus CCMP1102]","High",0,35.709,11,8,19,8,19.167689496069,20.955335573921,13.7625569967265,12.0758056801961,12.4343497233007,10.0940093288988,17.2677274930066,17.6636253462094,17.3895304988192,17.6979589490058,13.3272432016248,11.5422451780985
"110","OEU23734.1","porphobilinogen deaminase [Fragilariopsis cylindrus CCMP1102]","High",0,35.66,17,7,23,7,3.21849791641294,1.99657302446007,2.12168702369064,3.26477409106274,4.44621535755591,3.49056602296185,9.48274706632633,5.03715866510969,4.49697654791059,3.21302897485078,3.32186886187147,5.58792394067122
"111","OEU08344.1","carbamyl phosphate synthetase [Fragilariopsis cylindrus CCMP1102]","High",0,35.459,6,11,23,10,25.0335727836421,4.71268056572067,5.68650066464471,4.75210921590241,5.35903609981052,7.90170720231938,5.36660030915154,4.57437064058851,4.20218918216464,8.75506378989772,6.57984423473115,4.12867718978732
"112","OEU15252.1","T-complex protein 1 [Fragilariopsis cylindrus CCMP1102]","High",0,35.135,16,7,15,7,4.70989197334703,7.18750268776374,5.82908415008533,5.91229447275481,7.14331911714092,9.02525648218985,7.74275490290715,7.11784838934747,6.08412854072289,7.53842568589726,6.27662861449552,8.0267858558324
"113","OEU18599.1","hypothetical protein FRACYDRAFT_268367 [Fragilariopsis cylindrus CCMP1102]","High",0,34.96,28,7,16,7,7.18503002991036,6.76934806814942,7.50580962797523,20.1568091093242,12.5128531133358,8.86038724097574,30.6976134701104,15.6110934968075,12.4054334465009,19.6926462038917,14.7812439339954,10.2290489362356
"114","OEU20476.1","M16C_assoc-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0,34.892,10,10,21,10,6.9223311712156,5.07254794762655,6.64624767304583,8.832185500331,8.65239024486908,6.86439307810346,11.3572669112187,8.19454359698493,8.54974976288268,9.3274585731446,10.2296845920728,7.06433437816729
"115","OEU21653.1","geranylgeranyl reductase [Fragilariopsis cylindrus CCMP1102]","High",0,34.577,18,9,22,9,18.0155884052856,8.76965870243445,11.795735783433,5.12144598491162,10.7639019778148,10.2415839637173,13.9115475323494,18.3883275072906,15.6492531541167,13.4425877529015,9.93404865043194,11.6134014436018
"116","OEU16145.1","hypothetical protein FRACYDRAFT_208040 [Fragilariopsis cylindrus CCMP1102]","High",0,34.437,9,8,14,8,10.3747109103675,16.8941862804297,11.2736175667314,8.97818553051736,8.96525689556341,13.5466214480279,8.84254272261087,6.72052799067983,5.29396083123786,5.92352459089723,9.1623181429469,8.77404978487769
"117","OEU20358.1","polyadenylate binding protein [Fragilariopsis cylindrus CCMP1102]","High",0,34.436,11,7,28,7,21.3728576456642,17.4537335760728,14.3878152670559,13.1658438302095,9.05741612571206,9.88976390519188,5.2689835960035,8.37149025109684,9.73850481521392,9.01966863766997,9.13050368869826,8.99173361831032
"118","OEU11139.1","putative 6-phosphogluconate dehydrogenase [Fragilariopsis cylindrus CCMP1102]","High",0,34.229,12,7,19,7,11.5797594667868,8.60120512867836,10.1608114916196,25.6047761320085,16.9284482453127,10.884046400657,67.0012494792371,21.9997330226876,22.47828376317,8.49758200783159,17.7905032666287,16.0716503066932
"119","OEU12438.1","phosphofructokinase [Fragilariopsis cylindrus CCMP1102]","High",0,33.99,20,9,19,9,9.6879879580458,21.9961484735037,7.78738747370001,9.82728368990427,8.11554806994321,7.89863320024501,15.1255052819759,6.10625515912189,8.11374693733679,7.35716288121329,7.58917439672448,8.65555926113347
"120","OEU20079.1","oxygen-evolving enhancer protein 1 precursor [Fragilariopsis cylindrus CCMP1102]","High",0,33.844,19,6,29,6,5.16142877398103,7.53540437893519,5.48411710925504,11.6109361212665,7.25061049214461,13.0920535707255,9.15624002660487,13.6586349468578,8.69774005412719,12.807928489229,5.41709640368244,9.11243758912488
"121","OEU15591.1","glucose-methanol-choline oxidoreductase, partial [Fragilariopsis cylindrus CCMP1102]","High",0,33.675,18,11,19,11,10.6497849113816,8.48987218838636,11.8540892814093,8.74713198039236,7.26033153227835,5.27691124522141,6.83773897685514,7.74781362851908,8.00389045439927,8.32044487425793,6.76022440857734,7.77298455917914
"122","OEU09268.1","putative peptidylprolyl isomerase A [Fragilariopsis cylindrus CCMP1102]","High",0,33.538,19,4,27,4,6.36435069889707,10.1969406000808,3.78947048008039,5.1294393305876,16.2553397073912,26.6129346015158,12.1730328250624,13.3334391592916,17.6853017675426,21.6718441446764,15.3733255393867,17.1626310456897
"123","OEU14836.1","hypothetical protein FRACYDRAFT_241393 [Fragilariopsis cylindrus CCMP1102]","High",0,33.48,29,7,20,7,21.955335482211,26.0088809117813,22.3309454044543,17.554984412038,18.8113581112589,23.9587888741855,19.6710226659316,20.5411125344856,19.6842248598813,14.9322677679193,16.4429377020802,21.2249756028448
"124","1783488204","photosystem II cytochrome c550 (chloroplast) [Fragilariopsis cylindrus]","High",0,33.324,28,5,22,5,8.43432163651479,7.26596977966417,6.31796909396295,4.46753690762961,7.22130385008481,7.77085020811234,7.23263372044871,6.937980884186,6.98467338188224,5.84835262678178,8.37202555000664,6.06356091501436
"125","OEU16003.1","porphobilinogen synthase [Fragilariopsis cylindrus CCMP1102]","High",0,33.302,19,6,18,6,18.9657577182683,19.9816839502044,16.1521457309277,20.3751490812896,18.8072430845723,8.48811940543015,25.0316885383683,33.6491904478204,14.3050808676605,53.7159137541333,15.7285901293013,21.9394923623961
"126","OEU14950.1","Peptidase_M16-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0,33.301,13,6,19,6,8.48336608150997,4.24197272722698,7.11756835860313,7.68178846275006,6.66441844780316,3.67205299932459,14.0484082741363,8.39322906475254,5.2630414847557,7.71430995736884,4.35914927798416,9.00304690081431
"127","OEU18453.1","ribosomal protein L13e [Fragilariopsis cylindrus CCMP1102]","High",0,33.113,38,8,16,8,12.2285410173336,10.7072989353891,12.055649383015,10.9131301307157,12.0438435463635,10.5540427876466,15.0904975573827,16.7856757979129,9.48629040013739,11.1071946836557,12.2610356003957,11.83507832603
"129","OEU22415.1","long-chain acyl-CoA synthetase [Fragilariopsis cylindrus CCMP1102]","High",0,33.036,13,7,15,7,14.6630971706035,10.6424971153115,14.7798643584121,18.4064833855667,15.4293682154317,8.85373177668689,24.6263726619675,9.19248427314078,11.4396247622542,7.64040574300442,18.8366039067496,11.9959080090044
"130","OEU20878.1","histone-fold-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0,32.931,51,8,35,8,14.8898360423398,12.7669470786536,12.8150050064001,12.1106016292635,15.4403768632045,19.8188065431919,57.9631581541926,22.8558791700398,23.9675749157145,22.4812740382467,15.0360215347345,15.8636139281878
"131","OEU10169.1","glutamine synthetase type [Fragilariopsis cylindrus CCMP1102]","High",0,32.753,16,11,31,11,11.2545908326182,11.1107336513152,11.5439054272879,6.47747565321917,10.528831362962,7.59997395309074,14.0303948450774,11.913316973581,10.6357394316568,6.98585612281095,9.40176848638378,11.6788421341501
"132","OEU13948.1","hypothetical protein FRACYDRAFT_210017 [Fragilariopsis cylindrus CCMP1102]","High",0,32.364,21,5,15,5,11.5910097128067,15.0998464599715,10.3523025094967,10.2879590214487,8.24587733011679,5.03157475762552,9.28064902441053,3.90065219613134,3.88937614162095,3.03621287067548,8.84012581089493,7.65212690988654
"133","OEU22083.1","3-isopropylmalate dehydratase [Fragilariopsis cylindrus CCMP1102]","High",0,32.276,10,8,19,8,6.50405949838235,14.6595863334541,7.92972436730637,9.52983214705796,8.79390442667074,6.63598759864763,7.9069506557104,9.40303323796265,6.40644886954031,6.45189881348297,9.7158060311499,7.86912468011913
"134","OEU15295.1","hypothetical protein FRACYDRAFT_208848 [Fragilariopsis cylindrus CCMP1102]","High",0,32.141,9,5,8,5,5.4037929373004,4.10645203865716,6.30100379247399,7.39430120858697,7.41216168967853,3.73497140628976,11.369836824339,11.4023932273716,4.54833498277511,12.5690378737536,4.10130261426322,10.7689602358355
"135","OEU08968.1","hypothetical protein FRACYDRAFT_271638 [Fragilariopsis cylindrus CCMP1102]","High",0,32.11,27,10,15,10,3.40434253861247,9.9133214364215,2.86167294289044,5.95438748448094,4.94427957905198,3.45031663426257,7.58054366213761,4.74466654124505,3.17688833857248,4.4756355465522,4.62040061577759,5.27650478462911
"136","OEU16561.1","large ribosomal subunit L27 [Fragilariopsis cylindrus CCMP1102]","High",0,31.844,17,5,14,5,15.4421733108982,14.0139759130603,10.6925968071604,9.62512523635447,12.1019556788765,14.2721881370421,9.43465856392062,13.7787022356202,14.0583792079715,12.9974254196835,11.7003468846235,12.5193656040212
"137","OEU13268.1","hypothetical protein FRACYDRAFT_262176 [Fragilariopsis cylindrus CCMP1102]","High",0,31.685,23,6,20,6,9.49438473239632,11.0711317735767,14.5875238928405,17.5612331515708,15.327138785597,14.4542161791567,20.3337462766247,11.1099606062921,12.9918832944602,13.034720562472,16.5545684922334,14.0991812334938
"138","1773362882","ATP synthase CF0 B chain subunit I (chloroplast) [Fragilariopsis cylindrus]","High",0,31.651,24,6,23,6,13.1620690912249,18.3604091332091,12.1715887169465,17.3685258920657,10.6406004768378,10.1580289511276,10.2524221392976,8.57270663938681,10.3387688011152,10.1601110418304,10.8262737067725,10.4624457739132
"139","OEU16862.1","hypothetical protein FRACYDRAFT_269129 [Fragilariopsis cylindrus CCMP1102]","High",0,31.49,25,6,12,6,13.5700254102801,17.5769340007188,13.5049477433455,13.4898350580396,13.880314581325,14.2703500664803,13.956465215597,16.6661462756138,19.1886218957775,14.0114194869241,16.1714461057142,11.5747491940274
"140","OEU23663.1","hypothetical protein FRACYDRAFT_233835 [Fragilariopsis cylindrus CCMP1102]","High",0,31.406,17,8,19,8,10.857525899482,10.5739106429187,6.77862845285239,8.13993351856315,8.58867718114636,7.89007551909512,10.3605378729266,9.07853307365049,8.39441891494603,7.82266919576528,9.54802117163586,7.6258246746851
"141","OEU18415.1","hypothetical protein FRACYDRAFT_260378 [Fragilariopsis cylindrus CCMP1102]","High",0,31.31,11,6,9,6,20.5878551240631,21.1496606146703,24.1141206311703,24.5907583583993,20.4776851831277,15.8539986811688,29.5676592974638,15.7304523950519,17.9674541168777,14.5699376104045,18.9228054318612,22.0696581693277
"142","OEU19071.1","small ribosomal protein S1 [Fragilariopsis cylindrus CCMP1102]","High",0,31.29,16,6,16,6,10.9034853268757,7.52899917456345,12.1861191620943,16.7641474456619,13.6809385604671,15.4856177832213,11.2268364677136,18.2259784526197,23.7210070312927,20.9688356730189,14.8489727433939,12.5115762144005
"143","OEU19149.1","triosephosphate translocator [Fragilariopsis cylindrus CCMP1102]","High",0,31.247,17,8,22,8,5.79622980603157,10.2476060784581,8.68962644050086,9.09495845099613,8.30538214798786,7.43901170992659,9.99366238431155,8.72413321174328,8.22942397629971,6.4378499593755,8.9765278683061,7.63387902166669
"144","OEU16091.1","calcium ATPase, partial [Fragilariopsis cylindrus CCMP1102]","High",0,31.135,9,7,17,7,6.93265174293451,11.4001754686368,10.8609799362552,18.3589945621386,10.9434144333305,9.57520558113508,22.6552224136612,10.8644683587558,12.5681961446865,9.56002326209845,11.8495113116052,10.0365889915285
"145","OEU12263.1","HSP70-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0,30.998,10,9,21,9,4.03722172790066,2.50446270435191,5.58036174247094,7.59331251144367,6.17057094255446,6.47061655637339,6.93891610802956,5.9863958434851,5.81598435374375,7.33337802612504,6.04907581734924,6.29913749207675
"146","1783488201","photosystem II chlorophyll A core antenna apoprotein CP43 (chloroplast) [Fragilariopsis cylindrus]","High",0,30.97,14,7,37,7,18.7168189593083,14.7162368269277,15.0350406771515,11.107894197324,8.88684051306996,7.35771857517613,11.2954736771229,7.40774025051835,9.53712992837557,9.66397223432466,8.58965012643563,9.19566109451284
"147","OEU21536.1","putative L-lactate dehydrogenase protein [Fragilariopsis cylindrus CCMP1102]","High",0,30.845,13,5,11,5,40.2228349109192,39.4270131352028,47.7590160271866,38.2759480818378,36.8781377006882,41.2924888128327,34.6546646932402,40.1045979831023,33.8875431339157,35.2320482618344,35.4854455376019,38.3209784646716
"148","OEU11005.1","Band_7-domain-containing protein [Fragilariopsis cylindrus CCMP1102]","High",0,30.821,22,7,16,7,55.3309538481571,53.8114505702483,67.6819577950164,58.7065218739797,55.3370481146464,90.9286949723039,214.382589033625,47.3966098156332,39.9952578464855,58.7013551998566,53.1101639751539,57.6408041722171
"149","OEU17596.1","hypothetical protein FRACYDRAFT_207787 [Fragilariopsis cylindrus CCMP1102]","High",0,30.573,24,6,17,6,22.2490314628406,17.0356527683452,21.0879351933787,12.9771360524741,14.3497286925804,8.71752834056745,16.1111485169484,17.3668491353079,17.5883676254883,20.6775120954546,10.6927483728858,18.0630778313238
"150","OEU08987.1","T-complex protein 1 subunit gamma [Fragilariopsis cylindrus CCMP1102]","High",0,30.485,14,8,22,8,19.0907811466399,24.4813597580593,20.3807820469689,22.835513643665,20.9897504514385,14.2544397808189,26.3913516550612,13.0020768960309,36.794349909465,12.2114333423698,19.2646586187158,22.7544168906319
"151","OEU06934.1","ribosomal protein S3 [Fragilariopsis cylindrus CCMP1102]","High",0,30.313,21,8,22,8,9.512160009591,7.12724437738304,5.49716275629319,9.10499300664403,9.20995815485012,8.2467376782846,12.0594284842735,7.17060291672385,6.90702336838327,7.66771161717181,12.1427219069439,6.25090495571828
